trade_id,instrument,python_signal_time,tv_signal_time,signal_match,python_direction,tv_direction,direction_match,python_entry_time,python_entry_time_ny,python_signal_time_ny,tv_entry_time,entry_time_match,python_entry,tv_entry,entry_price_match,python_atr,tv_atr,atr_match,python_stop,tv_stop,stop_match,python_target,tv_target,target_match,python_t5_time,tv_t5_time,t5_time_match,python_mfe_t5,tv_mfe_t5,mfe_match,python_exit_time,tv_exit_time,exit_time_match,python_reason,tv_reason,ohlc_match,classification,notes,review_window,tv_timezone_note
P60-035929,NQ1! (TV) vs LW continuous (Python),2026-08-07 13:02:00-05:00,,,SHORT,,,2026-08-07 13:03:00-05:00,2026-08-07 14:03:00 EDT,2026-08-07 14:02:00 EDT,,,29751.0,,,9.642857142857142,,,29760.64285714286,,,29726.89285714286,,,,,,,,,3116079,,,M0_TARGET,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-035938,NQ1! (TV) vs LW continuous (Python),2026-08-09 20:41:00-05:00,,,LONG,,,2026-08-09 20:42:00-05:00,2026-08-09 21:42:00 EDT,2026-08-09 21:41:00 EDT,,,29872.5,,,12.482142857142858,,,29860.01785714286,,,29903.70535714286,,,3116483.0,,,1.8025751072961371,,,3116502,,,M0_STOP,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-035942,NQ1! (TV) vs LW continuous (Python),2026-08-10 00:55:00-05:00,,,LONG,,,2026-08-10 00:56:00-05:00,2026-08-10 01:56:00 EDT,2026-08-10 01:55:00 EDT,,,29927.25,,,4.910714285714286,,,29922.339285714286,,,29939.526785714286,,,,,,,,,3116727,,,M0_TARGET,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-035945,NQ1! (TV) vs LW continuous (Python),2026-08-10 06:42:00-05:00,,,SHORT,,,2026-08-10 06:43:00-05:00,2026-08-10 07:43:00 EDT,2026-08-10 07:42:00 EDT,,,29882.25,,,9.714285714285714,,,29891.964285714286,,,29857.964285714286,,,,,,,,,3117074,,,M0_TARGET,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-035983,NQ1! (TV) vs LW continuous (Python),2026-08-11 23:36:00-05:00,,,LONG,,,2026-08-11 23:37:00-05:00,2026-08-12 00:37:00 EDT,2026-08-12 00:36:00 EDT,,,29695.0,,,4.375,,,29690.625,,,29705.9375,,,,,,,,,3119414,,,M0_TARGET,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-035985,NQ1! (TV) vs LW continuous (Python),2026-08-12 00:56:00-05:00,,,LONG,,,2026-08-12 00:57:00-05:00,2026-08-12 01:57:00 EDT,2026-08-12 01:56:00 EDT,,,29714.75,,,3.642857142857143,,,29711.10714285714,,,29723.85714285714,,,,,,,,,3119488,,,M0_TARGET,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-035993,NQ1! (TV) vs LW continuous (Python),2026-08-12 18:40:00-05:00,,,SHORT,,,2026-08-12 18:41:00-05:00,2026-08-12 19:41:00 EDT,2026-08-12 19:40:00 EDT,,,29809.75,,,5.178571428571429,,,29814.928571428572,,,29796.803571428572,,,,,,,,,3120492,,,M0_TARGET,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-035996,NQ1! (TV) vs LW continuous (Python),2026-08-12 21:12:00-05:00,,,LONG,,,2026-08-12 21:13:00-05:00,2026-08-12 22:13:00 EDT,2026-08-12 22:12:00 EDT,,,29865.75,,,6.446428571428571,,,29859.303571428572,,,29881.866071428572,,,,,,,,,3120642,,,M0_STOP,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-036013,NQ1! (TV) vs LW continuous (Python),2026-08-13 23:46:00-05:00,,,SHORT,,,2026-08-13 23:47:00-05:00,2026-08-14 00:47:00 EDT,2026-08-14 00:46:00 EDT,,,30148.0,,,6.017857142857143,,,30154.01785714286,,,30132.95535714286,,,3122188.0,,,0.0,,,3122188,,,T5_NO_PROGRESS,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-036021,NQ1! (TV) vs LW continuous (Python),2026-08-14 09:16:00-05:00,,,SHORT,,,2026-08-14 09:17:00-05:00,2026-08-14 10:17:00 EDT,2026-08-14 10:16:00 EDT,,,30207.5,,,18.821428571428573,,,30226.321428571428,,,30160.446428571428,,,,,,,,,3122749,,,M0_TARGET,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-036024,NQ1! (TV) vs LW continuous (Python),2026-08-16 17:51:00-05:00,,,LONG,,,2026-08-16 17:52:00-05:00,2026-08-16 18:52:00 EDT,2026-08-16 18:51:00 EDT,,,30205.5,,,3.857142857142857,,,30201.64285714286,,,30215.14285714286,,,,,,,,,3123202,,,M0_STOP,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-036030,NQ1! (TV) vs LW continuous (Python),2026-08-17 01:28:00-05:00,,,LONG,,,2026-08-17 01:29:00-05:00,2026-08-17 02:29:00 EDT,2026-08-17 02:28:00 EDT,,,30296.0,,,4.446428571428571,,,30291.553571428572,,,30307.116071428572,,,,,,,,,3123660,,,M0_TARGET,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-036040,NQ1! (TV) vs LW continuous (Python),2026-08-17 15:03:00-05:00,,,SHORT,,,2026-08-17 15:04:00-05:00,2026-08-17 16:04:00 EDT,2026-08-17 16:03:00 EDT,,,30081.5,,,12.642857142857142,,,30094.14285714286,,,30049.89285714286,,,3124485.0,,,0.2966101694915254,,,3124485,,,T5_NO_PROGRESS,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-036041,NQ1! (TV) vs LW continuous (Python),2026-08-17 15:56:00-05:00,,,SHORT,,,2026-08-17 15:57:00-05:00,2026-08-17 16:57:00 EDT,2026-08-17 16:56:00 EDT,,,30070.5,,,5.357142857142857,,,30075.85714285714,,,30057.10714285714,,,,,,,,,3124525,,,M0_STOP,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-036060,NQ1! (TV) vs LW continuous (Python),2026-08-18 21:31:00-05:00,,,SHORT,,,2026-08-18 21:32:00-05:00,2026-08-18 22:32:00 EDT,2026-08-18 22:31:00 EDT,,,29534.0,,,11.625,,,29545.625,,,29504.9375,,,3126193.0,,,0.946236559139785,,,3126193,,,T5_NO_PROGRESS,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-036064,NQ1! (TV) vs LW continuous (Python),2026-08-19 00:15:00-05:00,,,SHORT,,,2026-08-19 00:16:00-05:00,2026-08-19 01:16:00 EDT,2026-08-19 01:15:00 EDT,,,29487.25,,,10.535714285714286,,,29497.785714285714,,,29460.910714285714,,,,,,,,,3126353,,,M0_STOP,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-036065,NQ1! (TV) vs LW continuous (Python),2026-08-19 00:36:00-05:00,,,SHORT,,,2026-08-19 00:37:00-05:00,2026-08-19 01:37:00 EDT,2026-08-19 01:36:00 EDT,,,29470.0,,,9.5,,,29479.5,,,29446.25,,,3126378.0,,,0.5263157894736842,,,3126378,,,T5_NO_PROGRESS,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-036075,NQ1! (TV) vs LW continuous (Python),2026-08-19 20:34:00-05:00,,,LONG,,,2026-08-19 20:35:00-05:00,2026-08-19 21:35:00 EDT,2026-08-19 21:34:00 EDT,,,29643.25,,,11.392857142857142,,,29631.85714285714,,,29671.73214285714,,,,,,,,,3127511,,,M0_TARGET,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-036078,NQ1! (TV) vs LW continuous (Python),2026-08-19 22:31:00-05:00,,,SHORT,,,2026-08-19 22:32:00-05:00,2026-08-19 23:32:00 EDT,2026-08-19 23:31:00 EDT,,,29613.0,,,7.839285714285714,,,29620.839285714286,,,29593.401785714286,,,,,,,,,3127630,,,M0_STOP,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-036084,NQ1! (TV) vs LW continuous (Python),2026-08-20 09:10:00-05:00,,,LONG,,,2026-08-20 09:11:00-05:00,2026-08-20 10:11:00 EDT,2026-08-20 10:10:00 EDT,,,29396.0,,,37.125,,,29358.875,,,29488.8125,,,,,,,,,3128261,,,M0_STOP,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-036096,NQ1! (TV) vs LW continuous (Python),2026-08-21 04:39:00-05:00,,,LONG,,,2026-08-21 04:40:00-05:00,2026-08-21 05:40:00 EDT,2026-08-21 05:39:00 EDT,,,29467.75,,,7.232142857142857,,,29460.51785714286,,,29485.83035714286,,,,,,,,,3129377,,,M0_TARGET,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-036103,NQ1! (TV) vs LW continuous (Python),2026-08-21 15:06:00-05:00,,,SHORT,,,2026-08-21 15:07:00-05:00,2026-08-21 16:07:00 EDT,2026-08-21 16:06:00 EDT,,,29385.5,,,11.339285714285714,,,29396.839285714286,,,29357.151785714286,,,3130008.0,,,0.7496062992125985,,,3130008,,,T5_NO_PROGRESS,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-036108,NQ1! (TV) vs LW continuous (Python),2026-08-24 01:59:00-05:00,,,SHORT,,,2026-08-24 02:00:00-05:00,2026-08-24 03:00:00 EDT,2026-08-24 02:59:00 EDT,,,29164.5,,,9.571428571428571,,,29174.071428571428,,,29140.571428571428,,,,,,,,,3130592,,,M0_STOP,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-036111,NQ1! (TV) vs LW continuous (Python),2026-08-24 05:50:00-05:00,,,SHORT,,,2026-08-24 05:51:00-05:00,2026-08-24 06:51:00 EDT,2026-08-24 06:50:00 EDT,,,29192.0,,,7.642857142857143,,,29199.64285714286,,,29172.89285714286,,,,,,,,,3130826,,,M0_TARGET,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-036116,NQ1! (TV) vs LW continuous (Python),2026-08-24 17:41:00-05:00,,,SHORT,,,2026-08-24 17:42:00-05:00,2026-08-24 18:42:00 EDT,2026-08-24 18:41:00 EDT,,,29118.0,,,4.714285714285714,,,29122.714285714286,,,29106.214285714286,,,3131483.0,,,0.5833333333333334,,,3131483,,,T5_NO_PROGRESS,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-036121,NQ1! (TV) vs LW continuous (Python),2026-08-24 22:57:00-05:00,,,LONG,,,2026-08-24 22:58:00-05:00,2026-08-24 23:58:00 EDT,2026-08-24 23:57:00 EDT,,,29161.5,,,6.767857142857143,,,29154.73214285714,,,29178.41964285714,,,,,,,,,3131788,,,M0_TARGET,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-036123,NQ1! (TV) vs LW continuous (Python),2026-08-25 02:04:00-05:00,,,LONG,,,2026-08-25 02:05:00-05:00,2026-08-25 03:05:00 EDT,2026-08-25 03:04:00 EDT,,,29288.5,,,8.339285714285714,,,29280.160714285714,,,29309.348214285714,,,,,,,,,3131972,,,M0_STOP,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-036128,NQ1! (TV) vs LW continuous (Python),2026-08-25 08:56:00-05:00,,,SHORT,,,2026-08-25 08:57:00-05:00,2026-08-25 09:57:00 EDT,2026-08-25 09:56:00 EDT,,,29306.75,,,29.089285714285715,,,29335.839285714286,,,29234.026785714286,,,3132398.0,,,1.5641497851442605,,,3132403,,,M0_TARGET,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-036132,NQ1! (TV) vs LW continuous (Python),2026-08-25 17:29:00-05:00,,,LONG,,,2026-08-25 17:30:00-05:00,2026-08-25 18:30:00 EDT,2026-08-25 18:29:00 EDT,,,29291.5,,,4.267857142857143,,,29287.23214285714,,,29302.16964285714,,,,,,,,,3132843,,,M0_STOP,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-036144,NQ1! (TV) vs LW continuous (Python),2026-08-26 10:39:00-05:00,,,LONG,,,2026-08-26 10:40:00-05:00,2026-08-26 11:40:00 EDT,2026-08-26 11:39:00 EDT,,,29251.0,,,13.75,,,29237.25,,,29285.375,,,,,,,,,3133869,,,M0_TARGET,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-036147,NQ1! (TV) vs LW continuous (Python),2026-08-26 21:16:00-05:00,,,SHORT,,,2026-08-26 21:17:00-05:00,2026-08-26 22:17:00 EDT,2026-08-26 22:16:00 EDT,,,29541.75,,,9.25,,,29551.0,,,29518.625,,,3134458.0,,,0.7567567567567568,,,3134458,,,T5_NO_PROGRESS,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-036152,NQ1! (TV) vs LW continuous (Python),2026-08-27 10:04:00-05:00,,,LONG,,,2026-08-27 10:05:00-05:00,2026-08-27 11:05:00 EDT,2026-08-27 11:04:00 EDT,,,29610.75,,,20.571428571428573,,,29590.178571428572,,,29662.178571428572,,,3135226.0,,,1.1788194444444444,,,3135231,,,M0_STOP,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-036159,NQ1! (TV) vs LW continuous (Python),2026-08-27 19:50:00-05:00,,,LONG,,,2026-08-27 19:51:00-05:00,2026-08-27 20:51:00 EDT,2026-08-27 20:50:00 EDT,,,29663.0,,,7.553571428571429,,,29655.446428571428,,,29681.883928571428,,,,,,,,,3135740,,,M0_STOP,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-036160,NQ1! (TV) vs LW continuous (Python),2026-08-27 22:10:00-05:00,,,LONG,,,2026-08-27 22:11:00-05:00,2026-08-27 23:11:00 EDT,2026-08-27 23:10:00 EDT,,,29687.5,,,5.857142857142857,,,29681.64285714286,,,29702.14285714286,,,,,,,,,3135892,,,M0_TARGET,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-036162,NQ1! (TV) vs LW continuous (Python),2026-08-28 00:41:00-05:00,,,SHORT,,,2026-08-28 00:42:00-05:00,2026-08-28 01:42:00 EDT,2026-08-28 01:41:00 EDT,,,29608.25,,,5.821428571428571,,,29614.071428571428,,,29593.696428571428,,,3136043.0,,,0.6871165644171779,,,3136043,,,T5_NO_PROGRESS,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-036169,NQ1! (TV) vs LW continuous (Python),2026-08-28 06:52:00-05:00,,,SHORT,,,2026-08-28 06:53:00-05:00,2026-08-28 07:53:00 EDT,2026-08-28 07:52:00 EDT,,,29605.75,,,6.25,,,29612.0,,,29590.125,,,,,,,,,3136400,,,M0_STOP,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
P60-036172,NQ1! (TV) vs LW continuous (Python),2026-08-28 11:56:00-05:00,,,SHORT,,,2026-08-28 11:57:00-05:00,2026-08-28 12:57:00 EDT,2026-08-28 12:56:00 EDT,,,29506.25,,,19.660714285714285,,,29525.910714285714,,,29457.098214285714,,,,,,,,,3136706,,,M0_TARGET,,,,,2026-07-01 to 2026-08-31 Chicago,Navigate TradingView using *_ny columns (America/New_York)
